SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolecularWeight,HeavyAtomMolecularWeight,ExactMolecularWeight,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
C1=CC=C2C(=C1)C=CC(=O)O2,10.716763038548752,-0.3021296296296294,10.716763038548752,0.3021296296296294,0.5302216682110639,146.14499999999995,140.09699999999998,146.036779432,54,0,0.33569031616433825,-0.4227294736611369,0.4227294736611369,0.33569031616433825,1.0,1.8181818181818181,2.727272727272727,2.935350797972025,428.5108208761056,7.68179827587471,5.7805981960654815,5.7805981960654815,5.360173345306137,3.35040630740838,3.35040630740838,2.2922570838438427,2.2922570838438427,1.5285353991729589,1.5285353991729589,1.0113830342838965,1.0113830342838965,-1.5699999999999998,487.8529731213885,6.160248407637458,2.234974333040861,1.02612164813026,63.07940657528498,4.417150937053347,5.583020141642242,0.0,0.0,0.0,5.625586319077987,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,11.452591282926406,0.0,4.417150937053347,10.969244356107037,0.0,0.0,0.0,0.0,0.0,46.81832591391947,0.0,0.0,5.625586319077987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.609890531894834,0.0,10.969244356107037,0.0,30.21,0.0,4.794537184071822,0.0,5.625586319077987,5.583020141642242,5.386224214464796,6.06636706846161,12.13273413692322,18.19910120538483,0.0,4.417150937053347,4.906064814814815,0.0,10.716763038548752,0.9510185185185187,0.33675925925925965,0.0,10.589394368858652,0.0,0.0,0.0,0.0,11,0,2,0,0,0,1,1,2,2,0,2,0,0,0,0,2,1.7929999999999997,42.484000000000016
CCCCCCCC(=O)O,10.031994126354245,-0.6699088246409672,10.031994126354245,0.33701814058956914,0.5811557038471341,144.214,128.08599999999998,144.115029752,60,0,0.30283955653217365,-0.481230389785217,0.481230389785217,0.30283955653217365,1.2,1.8,2.3,2.838589121813916,89.25838096618138,7.819990956308912,6.598102573083107,6.598102573083107,4.770055610029662,3.9883911147617317,3.9883911147617317,2.557952105596448,2.557952105596448,1.4941955573808654,1.4941955573808654,0.8797791157461863,0.8797791157461863,-0.53,142.19516056908168,9.47,6.588063754427392,7.470000000000003,62.24960168084558,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,32.60702369139466,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,45.448666937246685,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,19.26246486877803,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,10.031994126354245,8.270004172965482,0.0,-0.6699088246409672,0.0,5.884581443688586,2.14999574829932,0.0,0.875,10,1,2,0,0,0,0,0,0,1,1,2,6,0,0,0,0,2.4314999999999998,41.0118
CCCCCCCC=O,9.8375496819098,0.7536848072562358,9.8375496819098,0.7536848072562358,0.3966101918122153,128.215,112.08699999999997,128.120115132,54,0,0.1194901986703158,-0.3034029081494581,0.3034029081494581,0.1194901986703158,1.1111111111111112,1.7777777777777777,2.3333333333333335,2.663883887398184,59.58797503894244,6.949747468305834,6.228239246772775,6.228239246772775,4.414213562373095,3.8510573320459267,3.8510573320459267,2.369555363634574,2.369555363634574,1.425528666022963,1.425528666022963,0.8312242912240133,0.8312242912240133,-0.33,103.68791599331826,8.67,7.669999999999999,7.670000000000001,57.45536792864957,4.794537184071822,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,6.4208216229260096,6.4208216229260096,0.0,4.794537184071822,6.286160523129555,0.0,0.0,0.0,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,4.794537184071822,0.0,45.448666937246685,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,0.0,19.127803768981575,25.683286491704038,0.0,0.0,6.923737199690624,0.0,0.0,0.0,9.8375496819098,0.0,0.0,0.0,0.0,7.96828018707483,2.194170131015369,0.0,0.875,9,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2.5458000000000007,39.440000000000005
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,11.846296296296297,0.07518518518518547,11.846296296296297,0.07518518518518547,0.6524732866647586,182.222,172.14199999999997,182.07316494,68,0,0.1925196653354077,-0.2886159649049109,0.2886159649049109,0.1925196653354077,0.6428571428571429,1.0,1.3571428571428572,2.3486376045097153,376.003255415297,9.803118619434356,7.681750982360123,7.681750982360123,6.877010097711745,4.525491350277851,4.525491350277851,3.06117495280081,3.06117495280081,2.0719555316876086,2.0719555316876086,1.3457218019266357,1.3457218019266357,-1.8899999999999997,2580.4142437867595,8.696948085233146,3.8789693771624525,1.7163680610147731,83.01496154000138,0.0,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,60.6636706846161,0.0,11.126902983393991,0.0,4.794537184071822,5.783244946364939,0.0,0.0,0.0,0.0,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,0.0,0.0,15.921440167465814,60.6636706846161,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,5.783244946364939,0.0,11.126902983393991,0.0,0.0,60.6636706846161,0.0,0.0,0.0,0.0,11.846296296296297,0.0,1.4698148148148151,0.07518518518518547,18.608703703703704,0.0,0.0,0.0,0.0,14,0,1,0,0,0,2,0,2,1,0,1,2,0,0,0,2,2.917600000000001,56.31650000000003
COC1=C(C=C(C=C1)CC=C)OC,5.163907785336357,0.7595483749055179,5.163907785336357,0.7595483749055179,0.6591252605281698,178.23099999999997,164.11899999999997,178.099379688,70,0,0.16049803348676348,-0.49286997546186295,0.49286997546186295,0.16049803348676348,1.2307692307692308,1.9230769230769231,2.4615384615384617,2.975326756105489,292.141794956603,9.681798275874712,8.040111220059325,8.040111220059325,6.312391710140018,4.132828714625174,4.132828714625174,2.6821349682741378,2.6821349682741378,1.8279913416883486,1.8279913416883486,1.1742707144198108,1.1742707144198108,-1.4400000000000002,974.2940441923727,9.64650519031142,4.552573360705229,2.246236623067777,78.7936011183095,9.473725907600098,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,12.142387175295491,24.117007251546227,0.0,14.219595082555067,9.473725907600098,0.0,0.0,0.0,0.0,6.4208216229260096,14.219595082555067,36.417508487514205,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,14.219595082555067,6.4208216229260096,0.0,5.563451491696996,30.85405699581721,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,0.0,17.91984528949382,5.563451491696996,14.219595082555067,24.27512131221871,6.578935683598497,9.473725907600098,10.282425122826908,0.0,0.0,0.0,1.17375,1.52515022675737,5.862314814814814,2.7099244142101284,3.681979796548249,3.2644556248425296,0.2727272727272727,13,0,2,0,0,0,1,0,1,2,0,2,4,0,0,0,1,2.4323000000000006,53.44700000000003
CC1=CC=C(C=C1)C(C)C,2.212962962962963,0.6533333333333331,2.212962962962963,0.6533333333333331,0.5532584920101852,134.22199999999998,120.10999999999997,134.109550448,54,0,-0.021882053067443556,-0.0590419921968874,0.0590419921968874,0.021882053067443556,1.0,1.5,1.9,2.893762783606678,193.78322454351996,7.560477932315068,6.886751345948129,6.886751345948129,4.698377302757663,3.764742878019983,3.764742878019983,3.065384140902211,3.065384140902211,1.7440169358562931,1.7440169358562931,0.9513530918323416,0.9513530918323416,-0.78,180.91251467537336,7.328459869848157,2.8694839561664094,1.598288065805947,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67639416492469,18.405094737549014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233264,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,30.892283428936633,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,11.126902983393991,0.0,0.0,45.03667987291831,0.0,0.0,0.0,0.0,0.0,2.7592592592592595,0.6533333333333331,8.712962962962964,0.0,6.541111111111111,0.0,0.4,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3.118420000000002,45.26800000000003
CCCCCCCC1CCC(=O)O1,10.76643372435445,-0.0013350077685392314,10.76643372435445,0.0013350077685392314,0.4682009755951634,184.27899999999997,164.11899999999997,184.14632988,76,0,0.3056979856420554,-0.46234512592245425,0.46234512592245425,0.3056979856420554,1.3076923076923077,2.076923076923077,2.6923076923076925,1.9095004791097159,154.16926858274718,9.518661569058182,8.550701099609734,8.550701099609734,6.325698502695488,5.521107303566926,5.521107303566926,3.8534318976167703,3.8534318976167703,2.598202321646391,2.598202321646391,1.7614074009698006,1.7614074009698006,-0.53,1178.47659388486,10.550192461908578,6.005092742461228,4.298161685836883,80.65790834781706,4.736862953800049,6.103966387748303,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,32.60702369139466,19.26246486877803,6.4208216229260096,0.0,9.53140013787187,5.969305287951849,0.0,0.0,0.0,64.39427657084701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.073271675700152,9.53140013787187,0.0,58.29031018309871,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.073271675700152,6.4208216229260096,12.841643245852019,32.10410811463005,0.0,0.0,6.923737199690624,4.736862953800049,5.128918178382465,0.0,10.76643372435445,0.0,0.0,-0.0013350077685392314,0.0,9.385002572016461,2.2209805330151653,0.0,0.9090909090909091,13,0,2,0,1,1,0,0,0,2,0,2,6,0,1,1,1,3.052500000000002,52.490000000000045
CCCCCCCC(=O)OCC,10.853521904132023,-0.047223639455781896,10.853521904132023,0.047223639455781896,0.4357325104642842,172.26799999999997,152.10799999999998,172.14632988,72,0,0.30526742565897524,-0.4659692078794497,0.4659692078794497,0.30526742565897524,1.0833333333333333,1.75,2.3333333333333335,3.0296226214745263,110.40620687739316,9.234204518682008,8.26624404923356,8.26624404923356,5.808060412490447,4.964690378025045,4.964690378025045,2.9692347321934607,2.9692347321934607,1.789779436134093,1.789779436134093,1.1060473792542278,1.1060473792542278,-0.53,423.6427792848986,11.47,8.565510983763133,7.575596620908132,75.29879738694966,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,32.60702369139466,13.344558822616634,6.4208216229260096,6.606881964512918,9.53140013787187,5.969305287951849,0.0,0.0,0.0,52.372404136937305,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,52.372404136937305,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,13.027703587438928,12.841643245852019,19.26246486877803,0.0,6.923737199690624,6.923737199690624,4.736862953800049,4.80947373393802,0.0,10.853521904132023,0.0,0.0,-0.047223639455781896,0.0,6.515058264046359,4.535836404006046,0.0,0.9,12,0,2,0,0,0,0,0,0,2,0,2,7,0,0,0,0,2.910000000000001,50.009000000000036
C1CCNCC1,3.2847222222222223,1.25,3.2847222222222223,1.25,0.4576362279207808,85.15,74.062,85.08914935199999,36,0,-0.004891140011689818,-0.3167325809905548,0.3167325809905548,0.004891140011689818,0.8333333333333334,1.5,1.6666666666666667,2.0,19.40990953421706,4.242640687119286,4.035533905932738,4.035533905932738,3.0,2.707106781186547,2.707106781186547,1.810660171779821,1.810660171779821,1.2071067811865472,1.2071067811865472,0.8017766952966366,0.8017766952966366,-0.04,34.3994618804395,4.127785234899329,2.189674338993739,0.9767560019818928,38.743050515494794,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,25.93115605767717,0.0,0.0,0.0,0.0,0.0,5.316788604006331,0.0,19.26246486877803,13.08951281182515,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,13.08951281182515,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,32.351977680603184,0.0,0.0,5.316788604006331,0.0,0.0,0.0,0.0,3.2847222222222223,0.0,0.0,0.0,4.215277777777778,2.5,0.0,1.0,6,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.7599,26.72069999999999
CCCCCCC(=O)O,9.962453231292518,-0.6749045729402872,9.962453231292518,0.33333333333333326,0.5780646905302889,130.187,116.07499999999997,130.099379688,54,0,0.30283955652668276,-0.481230389785224,0.481230389785224,0.30283955652668276,1.3333333333333333,2.0,2.4444444444444446,2.8288681349096856,78.98533616859814,7.112884175122364,5.890995791896559,5.890995791896559,4.270055610029662,3.4883911147617317,3.4883911147617317,2.2043987150031743,2.2043987150031743,1.2441955573808654,1.2441955573808654,0.7030024204495495,0.7030024204495495,-0.53,84.62711413110172,8.470000000000002,5.603868808567606,7.470000000000003,55.884659566448974,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,26.186202068468653,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,39.02784531432067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,39.02784531432067,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,19.26246486877803,6.4208216229260096,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,9.962453231292518,8.2128089569161,0.0,-0.6749045729402872,0.0,4.554436885865457,2.11187216553288,0.0,0.8571428571428571,9,1,2,0,0,0,0,0,0,1,1,2,5,0,0,0,0,2.0414,36.39479999999999
CCCCCCN,5.269288548752835,0.8611111111111112,5.269288548752835,0.8611111111111112,0.5337740881212314,101.19300000000001,86.073,101.12044947999999,44,0,-0.007727548087909907,-0.33047350396881303,0.33047350396881303,0.007727548087909907,1.1428571428571428,1.8571428571428572,2.2857142857142856,2.447472887876344,23.360990398949916,5.535533905932738,5.112884175122364,5.112884175122364,3.414213562373095,3.1153550716504106,3.1153550716504106,1.8493353063746338,1.8493353063746338,1.057677535825205,1.057677535825205,0.5711142625940432,0.5711142625940432,-0.04,35.509609925153406,6.96,5.959999999999999,5.960000000000001,45.9038522968253,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,12.965578028838586,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,32.60702369139466,6.544756405912575,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,6.544756405912575,0.0,0.0,32.60702369139466,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,6.544756405912575,25.683286491704038,0.0,0.0,6.923737199690624,5.733667477162185,0.0,0.0,0.0,0.0,5.269288548752835,0.0,0.0,5.164722222222222,3.0659892290249435,0.0,1.0,7,2,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1.5253999999999999,33.19639999999998
CCCCCCO,8.292882653061223,0.36111111111111116,8.292882653061223,0.36111111111111116,0.5339278817039772,102.17699999999999,88.06499999999998,102.104465068,44,0,0.04305240583871402,-0.396376569347818,0.396376569347818,0.04305240583871402,1.1428571428571428,1.8571428571428572,2.2857142857142856,2.447472887876344,23.360990398949916,5.535533905932738,4.982747501432696,4.982747501432696,3.414213562373095,3.0233345472033855,3.0233345472033855,1.7842669695298,1.7842669695298,1.0116672736016925,1.0116672736016925,0.5385800941716262,0.5385800941716262,-0.04,35.509609925153406,6.96,5.959999999999999,5.960000000000001,45.35819535200859,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,32.60702369139466,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,32.60702369139466,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,19.26246486877803,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.292882653061223,0.0,0.0,0.0,4.6819444444444445,2.5251729024943312,0.0,1.0,7,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1.559,31.22779999999998
CCCCCCCCS,4.145649364169536,1.0616319444444444,4.145649364169536,1.0616319444444444,0.43129549365773256,146.299,128.15499999999997,146.112921576,56,0,-0.009791409473982934,-0.17936390057447493,0.17936390057447493,0.009791409473982934,0.8888888888888888,1.4444444444444444,2.0,2.595082706793886,37.832293921787276,6.949747468305834,6.396961063805792,7.291388254805708,4.414213562373095,4.023334547203385,4.655790079237061,2.491373750716347,2.9385873462163055,1.5116672736016925,1.8278950396185303,0.8921334847648997,1.1157402825148786,0.35,103.68791599331826,9.35,8.35,8.35,64.44891249200754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.628789148012991,0.0,39.02784531432067,12.1736752296728,0.0,0.0,0.0,12.628789148012991,0.0,0.0,0.0,45.448666937246685,5.752853606746789,0.0,0.0,0.0,0.0,0.0,0.0,12.628789148012991,5.752853606746789,0.0,0.0,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.752853606746789,38.524929737556064,0.0,0.0,19.552526347703616,0.0,0.0,4.145649364169536,0.0,0.0,0.0,1.0616319444444444,0.0,8.266319050768455,2.2486218628397863,0.0,1.0,9,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,3.276700000000003,47.22900000000003
CCCCCCCCC(=O)O,10.088166965860419,-0.6662115509784157,10.088166965860419,0.3394097222222221,0.5783198770575686,158.241,140.09699999999998,158.130679816,66,0,0.3028395565321837,-0.481230389785217,0.481230389785217,0.3028395565321837,1.0909090909090908,1.6363636363636365,2.1818181818181817,2.849761282233442,99.73585546369786,8.52709773749546,7.305209354269655,7.305209354269655,5.270055610029662,4.488391114761732,4.488391114761732,2.9115054961897218,2.9115054961897218,1.7441955573808654,1.7441955573808654,1.056555811042823,1.056555811042823,-0.53,240.89588338167468,10.47,7.575596620908132,9.470000000000002,68.6145437952422,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,39.02784531432067,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,51.8694885601727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,51.8694885601727,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,25.683286491704038,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,10.088166965860419,8.316177012471655,0.0,-0.6662115509784157,0.0,7.250707986898463,2.177826252414546,0.0,0.8888888888888888,11,1,2,0,0,0,0,0,0,1,1,2,7,0,0,0,0,2.821600000000001,45.62880000000001
CC(=O)OCC1=CC=CC=C1,10.39484552154195,-0.24180272108843526,10.39484552154195,0.24180272108843526,0.6001729288122303,150.177,140.09699999999998,150.06807956,58,0,0.30246072005009045,-0.46100343395037224,0.46100343395037224,0.30246072005009045,1.3636363636363635,2.0,2.5454545454545454,2.453018743531937,228.57786591623355,8.104448006685086,6.410354708062404,6.410354708062404,5.287693700234704,3.4611604181749094,3.4611604181749094,2.265855318045499,2.265855318045499,1.2849232447891443,1.2849232447891443,0.7592005155721044,0.7592005155721044,-1.31,349.0290980341817,7.793199174406604,3.7604813030666033,2.8460530411741587,65.80129679223744,4.736862953800049,6.606881964512918,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,30.33183534230805,5.563451491696996,6.923737199690624,0.0,9.53140013787187,5.969305287951849,0.0,0.0,0.0,13.530619164203543,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,5.969305287951849,16.13828210238479,0.0,12.487188691387619,30.33183534230805,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,6.606881964512918,5.563451491696996,6.923737199690624,0.0,30.33183534230805,0.0,4.736862953800049,4.788981481481482,0.0,10.39484552154195,0.0,1.016388888888889,-0.24180272108843526,9.5980220143613,0.0,1.7768981481481478,0.0,0.2222222222222222,11,0,2,0,0,0,1,0,1,2,0,2,2,0,0,0,1,1.7496999999999998,41.91200000000003
CCCCCCOC(=O)C,10.254216348576467,-0.16990882464096724,10.254216348576467,0.16990882464096724,0.4361738106721368,144.214,128.08599999999998,144.115029752,60,0,0.30212286792609416,-0.4658776866736629,0.4658776866736629,0.30212286792609416,1.3,2.0,2.5,2.838589121813916,89.25838096618138,7.819990956308912,6.852030486860464,6.852030486860464,4.770055610029662,3.9040302062452237,3.9040302062452237,2.4007035081063552,2.4007035081063552,1.303216162902931,1.303216162902931,0.7447362908439382,0.7447362908439382,-0.53,142.19516056908168,9.47,6.588063754427392,7.470000000000003,62.568913158156434,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,26.186202068468653,6.4208216229260096,6.923737199690624,6.606881964512918,9.53140013787187,5.969305287951849,0.0,0.0,0.0,39.53076089108528,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,39.53076089108528,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,6.606881964512918,6.4208216229260096,26.186202068468653,0.0,0.0,6.923737199690624,4.736862953800049,4.749501133786849,0.0,10.254216348576467,0.0,0.0,-0.16990882464096724,0.0,4.637436696900983,4.195421312043336,0.0,0.875,10,0,2,0,0,0,0,0,0,2,0,2,5,0,0,0,0,2.1298000000000004,40.775000000000006
CCCCCOC(=O)CC,10.552731009070294,-0.08694160997732392,10.552731009070294,0.08694160997732392,0.4361738106721368,144.21399999999997,128.08599999999998,144.115029752,60,0,0.30499640966445174,-0.465682528839917,0.465682528839917,0.30499640966445174,1.3,2.0,2.5,2.9617756061821483,89.25838096618138,7.819990956308912,6.852030486860464,6.852030486860464,4.808060412490447,3.9646903780250446,3.9646903780250446,2.281130352237305,2.281130352237305,1.2996158028163036,1.2996158028163036,0.6401283791960045,0.6401283791960045,-0.53,160.01692703161314,9.47,6.588063754427392,5.603868808567606,62.568913158156434,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,26.689117645233267,6.4208216229260096,6.4208216229260096,6.606881964512918,9.53140013787187,5.969305287951849,0.0,0.0,0.0,39.53076089108528,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,39.53076089108528,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,13.027703587438928,12.841643245852019,6.4208216229260096,0.0,6.923737199690624,6.923737199690624,4.736862953800049,4.854305555555555,0.0,10.552731009070294,0.0,0.0,-0.08694160997732392,0.0,3.814518613000756,4.532053099017385,0.0,0.875,10,0,2,0,0,0,0,0,0,2,0,2,5,0,0,0,0,2.1298000000000004,40.775000000000006
C=CCOC(=O)CC1=CC=CC=C1,11.101346371882087,-0.2165740740740738,11.101346371882087,0.2165740740740738,0.5174817890072418,176.215,164.11899999999997,176.083729624,68,0,0.3100689171711918,-0.46120986388092905,0.46120986388092905,0.3100689171711918,1.3846153846153846,2.076923076923077,2.6923076923076925,2.407874672610982,277.4015699609299,9.518661569058182,7.401918539625125,7.401918539625125,6.325698502695489,4.13121038969591,4.13121038969591,2.634063091437159,2.634063091437159,1.5534584758527632,1.5534584758527632,0.9654312254178449,0.9654312254178449,-1.5699999999999998,1003.4155326608467,9.517489063867016,5.142279384736165,3.5596458780866262,77.84157798884641,4.736862953800049,6.606881964512918,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,42.98679113274043,5.563451491696996,0.0,6.4208216229260096,9.53140013787187,5.969305287951849,0.0,0.0,0.0,6.4208216229260096,6.606881964512918,48.55024262443742,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,15.95222176079788,0.0,5.563451491696996,42.98679113274043,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.576187252464766,6.4208216229260096,5.563451491696996,0.0,6.076020106833881,30.33183534230805,6.578935683598497,4.736862953800049,4.838112244897959,0.0,11.101346371882087,0.0,0.9690391156462588,-0.2165740740740738,9.50907068846057,1.8864814814814812,3.7458575050390532,0.0,0.18181818181818182,13,0,2,0,0,0,1,0,1,2,0,2,4,0,0,0,1,1.9583,51.302000000000035
CCCCCCOC(=O)C,10.254216348576467,-0.16990882464096724,10.254216348576467,0.16990882464096724,0.4361738106721368,144.214,128.08599999999998,144.115029752,60,0,0.30212286792609416,-0.4658776866736629,0.4658776866736629,0.30212286792609416,1.3,2.0,2.5,2.838589121813916,89.25838096618138,7.819990956308912,6.852030486860464,6.852030486860464,4.770055610029662,3.9040302062452237,3.9040302062452237,2.4007035081063552,2.4007035081063552,1.303216162902931,1.303216162902931,0.7447362908439382,0.7447362908439382,-0.53,142.19516056908168,9.47,6.588063754427392,7.470000000000003,62.568913158156434,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,26.186202068468653,6.4208216229260096,6.923737199690624,6.606881964512918,9.53140013787187,5.969305287951849,0.0,0.0,0.0,39.53076089108528,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,39.53076089108528,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,6.606881964512918,6.4208216229260096,26.186202068468653,0.0,0.0,6.923737199690624,4.736862953800049,4.749501133786849,0.0,10.254216348576467,0.0,0.0,-0.16990882464096724,0.0,4.637436696900983,4.195421312043336,0.0,0.875,10,0,2,0,0,0,0,0,0,2,0,2,5,0,0,0,0,2.1298000000000004,40.775000000000006
