Name,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,Arguments
24114,76.02564642273668,1377.4696895851353,1453.495336007872,0.052305394134628945,0.9476946058653709,2.7223828528471823,0.012465459360855205,0.998631135977855,0.8512913803628499,0.0,0.012465459360855205
262,39.862488774343134,64.17847160786759,104.04096038221077,0.38314226077789015,0.6168577392221095,1.1401006947812364,0.015474641904926425,0.9236893460498542,0.29096719364830775,0.0,0.015474641904926425
9261,36.03088606400001,40.025,76.055886064,0.473742243087938,0.526257756912062,0.9999861030352577,0.014605740085805674,0.8806635493274426,0.25206840939415875,0.0,0.014605740085805674
4133,109.84177605748411,270.04718051546206,379.8889565729462,0.28914179829913617,0.7108582017008638,1.6237491956410353,0.006471656114963458,0.9572862792688202,0.38338354367356653,0.0,0.006471656114963458
31276,40.899629383244914,338.4149364846381,379.314565867883,0.1078250957478138,0.8921749042521862,1.8077168822125713,0.021813765007310255,0.9941698792092701,0.7114034665756342,0.0,0.021813765007310255
252379,268.3609729722122,1362.3138493240115,1630.6748222962233,0.1645705013059082,0.8354294986940921,2.429780982673107,0.003113081195977769,0.986365322839323,0.5875388457825093,0.0,0.003113081195977769
8314,44.13530462521293,112.98702837978787,157.12233300500083,0.28089771696432364,0.7191022830356762,1.306471638128384,0.016293130616003015,0.9597377103168503,0.3940174312943367,0.0,0.016293130616003015
8461,156.37437279144456,468.9732532716905,625.3476260631352,0.25005991271750183,0.749940087282498,1.8845041819734916,0.004795799170255909,0.9682303651774795,0.4374101416923482,0.0,0.004795799170255909
8094,27.03046404761337,472.2827010851278,499.3131651327413,0.05413529210756416,0.9458647078924356,2.07404016424699,0.0349925441985133,0.9985336099242872,0.8463860132320213,0.0,0.0349925441985133
460,88.4918046249921,140.61445714390948,229.10626176890167,0.3862478656923543,0.6137521343076453,1.4049120368572892,0.006935694631933268,0.9223950272242913,0.28881864417863395,0.0,0.006935694631933268
638014,153.6717737548842,483.5514321173901,637.2232058722741,0.24115847059356216,0.7588415294064382,1.9239880460213714,0.004938067094981518,0.9704857505708026,0.45099681203639164,0.0,0.004938067094981518
8129,5.81071911951027,413.9617898932516,419.7725090127618,0.013842543269868142,0.986157456730132,2.0480569430130195,0.16971349611771386,0.9999041874078844,0.9590472182029302,0.0,0.16971349611771386
8908,26.833579674171077,645.2871358403302,672.1207155145014,0.0399237503840813,0.9600762496159184,2.2907242263827325,0.035778910651270625,0.9992027292573161,0.8850104663819475,0.0,0.035778910651270625
175,19.726598821849336,23.997092088000006,43.72369090984934,0.4511649957118707,0.5488350042881294,0.8834599279553748,0.027822079682597662,0.8924405563645725,0.2571545729314648,0.0,0.027822079682597662
10430,37.31050956188615,121.89961959780183,159.21012915968794,0.23434758679495615,0.7656524132050441,1.3151230025485008,0.020521092373050352,0.9721528730417766,0.4617136139249904,0.0,0.020521092373050352
8158,28.80158661599125,922.8439412146683,951.6455278306596,0.030265036480175995,0.969734963519824,2.6062927008510663,0.03366949801930032,0.9995419088596804,0.9119528078589112,0.0,0.03366949801930032
5282108,153.67177375488416,483.5514321173898,637.2232058722743,0.241158470593562,0.7588415294064375,1.9239880460213714,0.004938067094981516,0.9704857505708026,0.45099681203639164,0.0,0.004938067094981516
12232,5.494075372601877,52.577961536943455,58.072036909545346,0.09460793292233928,0.9053920670776605,0.8116290660677389,0.16479425666286154,0.9955146101530414,0.7430281841484957,0.0,0.16479425666286154
7463,54.046329096000015,252.23099999999997,306.277329096,0.17646206219546748,0.8235379378045324,1.5968636760850943,0.01523762948528326,0.9843074421163963,0.5640303915964286,0.0,0.01523762948528326
7755,37.38453326210441,199.96974890676378,237.3542821688681,0.1575051982230799,0.8424948017769205,1.5102480305259811,0.02253591868782089,0.9875181580774647,0.6019080677326355,0.0,0.02253591868782089
527,2.395386724947421,52.09353793366883,54.48892465861623,0.043960983630251235,0.9560390163697492,1.0233374286996988,0.3991167715896623,0.9990332486550489,0.8739147533544639,0.0,0.3991167715896623
31289,7.394406554120799,802.1581610681235,809.5525676222442,0.009133942439141517,0.9908660575608587,2.5541131678564106,0.1340021069045308,0.9999582846776752,0.97284845939602,0.0,0.1340021069045308
