Hamming,Cosine,Tanimoto,Euclidean,SMILES
"[0.         0.1015625  0.0859375  0.1015625  0.10546875 0.0859375
 0.08984375 0.125      0.1328125  0.09375    0.1484375  0.0859375
 0.09375    0.12109375 0.171875   0.1328125  0.1328125  0.078125
 0.12890625 0.0859375  0.1015625  0.09765625 0.09765625 0.0859375
 0.1328125  0.07421875 0.0703125  0.14453125 0.07421875 0.09375
 0.09375    0.1640625  0.14453125 0.11328125 0.12890625 0.09765625
 0.09375    0.125      0.1484375  0.16015625 0.11328125 0.1640625
 0.09375    0.1015625  0.12109375 0.09375    0.09375    0.21484375
 0.17578125 0.17578125 0.09765625]","[0.00000000e+00 3.34922611e-06 2.51815505e-06 3.34276019e-06
 4.19973707e-06 3.34926410e-06 2.49197281e-06 4.19977472e-06
 5.02415774e-06 2.49190813e-06 6.72445298e-06 2.51815505e-06
 2.51198462e-06 4.19973707e-06 3.34954499e-06 4.17359859e-06
 3.36225639e-06 1.66751876e-06 3.30950849e-06 2.51815505e-06
 2.51847605e-06 1.68113565e-06 2.51847595e-06 2.51815505e-06
 2.51853979e-06 8.37156472e-07 8.37169655e-07 3.36227030e-06
 8.37156472e-07 2.51198462e-06 1.67458121e-06 4.19992386e-06
 4.19328222e-06 4.16709326e-06 4.19915480e-06 1.68113565e-06
 2.51198462e-06 6.66889083e-06 2.49199879e-06 5.03085152e-06
 4.17341936e-06 3.30997080e-06 8.37279200e-07 3.30314505e-06
 4.17341936e-06 2.51850170e-06 2.49197282e-06 7.53282163e-06
 4.19320731e-06 5.86695261e-06 2.49190813e-06]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[0.00000000e+00 1.44116013e+17 1.24808366e+17 1.43975207e+17
 1.61126662e+17 1.44115738e+17 1.24808049e+17 1.61126908e+17
 1.76390511e+17 1.24808366e+17 2.03810625e+17 1.24808366e+17
 1.24646070e+17 1.61126662e+17 1.44117387e+17 1.61126908e+17
 1.44116563e+17 1.01905993e+17 1.44116288e+17 1.24808366e+17
 1.24808049e+17 1.01905993e+17 1.24808049e+17 1.24808366e+17
 1.24809001e+17 7.20586937e+16 7.20581440e+16 1.44116837e+17
 7.20586937e+16 1.24646070e+17 1.01707157e+17 1.61127891e+17
 1.61001472e+17 1.61000734e+17 1.61126662e+17 1.01905993e+17
 1.24646070e+17 2.03810431e+17 1.24808684e+17 1.76505909e+17
 1.61126416e+17 1.44117387e+17 7.20592435e+16 1.43975482e+17
 1.61126416e+17 1.24808684e+17 1.24808049e+17 2.16174431e+17
 1.61000980e+17 1.90434828e+17 1.24808366e+17]",CCCCOC(=O)C(C)OC(=O)CCC
"[0.1015625  0.         0.0625     0.03125    0.0390625  0.046875
 0.03515625 0.06640625 0.08203125 0.046875   0.09765625 0.0625
 0.07421875 0.0703125  0.12109375 0.08203125 0.11328125 0.09375
 0.078125   0.0625     0.08203125 0.078125   0.08203125 0.0625
 0.08984375 0.0859375  0.08984375 0.109375   0.0859375  0.07421875
 0.09375    0.1171875  0.1015625  0.0859375  0.08984375 0.078125
 0.07421875 0.08984375 0.09375    0.1171875  0.05859375 0.11328125
 0.078125   0.0625     0.0703125  0.05859375 0.03515625 0.16015625
 0.125      0.1328125  0.05078125]","[3.34922611e-06 0.00000000e+00 4.17278402e-06 1.68167485e-06
 8.37391859e-07 1.68166270e-06 8.37579788e-07 2.51888997e-06
 3.36332426e-06 8.37541345e-07 5.03064174e-06 4.17278402e-06
 4.20036169e-06 2.51890411e-06 3.36992739e-06 2.51940532e-06
 5.03053370e-06 4.98949509e-06 1.66857746e-06 4.17278402e-06
 4.20039071e-06 3.34924180e-06 4.20039082e-06 4.17278402e-06
 2.51889008e-06 4.17271758e-06 4.17283502e-06 3.35579308e-06
 4.17271758e-06 4.20036169e-06 3.34922673e-06 2.51883295e-06
 2.51886160e-06 2.51944283e-06 4.17287666e-06 3.34924180e-06
 4.20036169e-06 6.60260741e-06 8.37579982e-07 3.36334719e-06
 2.51932950e-06 1.66883312e-06 2.51889019e-06 1.66870539e-06
 2.51932950e-06 8.37391861e-07 8.37579886e-07 5.79892776e-06
 2.51889008e-06 4.17274323e-06 8.37541342e-07]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[1.44116013e+17 0.00000000e+00 1.61125679e+17 1.01905604e+17
 7.20581439e+16 1.01905216e+17 7.20581396e+16 1.24808049e+17
 1.44115738e+17 7.20575942e+16 1.76504786e+17 1.61125679e+17
 1.61125924e+17 1.24807731e+17 1.44257230e+17 1.24808049e+17
 1.76504786e+17 1.76504338e+17 1.01905216e+17 1.61125679e+17
 1.61125433e+17 1.44115188e+17 1.61125433e+17 1.61125679e+17
 1.24808049e+17 1.61125924e+17 1.61126662e+17 1.44256681e+17
 1.61125924e+17 1.61125924e+17 1.44116013e+17 1.24809318e+17
 1.24808684e+17 1.24808366e+17 1.61125924e+17 1.44115188e+17
 1.61125924e+17 2.03809848e+17 7.20581439e+16 1.44116288e+17
 1.24807414e+17 1.01906771e+17 1.24808049e+17 1.01905993e+17
 1.24807414e+17 7.20581439e+16 7.20581439e+16 1.90647721e+17
 1.24808049e+17 1.61126416e+17 7.20575941e+16]",CC(C)CC(=O)O
"[0.0859375  0.0625     0.         0.05859375 0.05859375 0.03125
 0.05859375 0.078125   0.09375    0.0703125  0.109375   0.
 0.046875   0.08203125 0.1328125  0.109375   0.08203125 0.046875
 0.09375    0.         0.05078125 0.046875   0.05078125 0.
 0.1015625  0.0546875  0.0625     0.12109375 0.0546875  0.046875
 0.05078125 0.125      0.10546875 0.08203125 0.1015625  0.046875
 0.046875   0.09765625 0.125      0.12890625 0.07421875 0.12890625
 0.05078125 0.06640625 0.08203125 0.09375    0.04296875 0.171875
 0.13671875 0.14453125 0.0625    ]","[2.51815505e-06 4.17278402e-06 0.00000000e+00 4.16636971e-06
 3.34878451e-06 2.49163716e-06 3.30904383e-06 5.02994611e-06
 5.85422289e-06 3.30895349e-06 7.56102280e-06 2.77555756e-15
 1.66778835e-06 5.02988282e-06 5.86105772e-06 4.99055806e-06
 2.51819253e-06 2.51770522e-06 4.11990334e-06 2.77555756e-15
 1.66766054e-06 8.37156499e-07 1.66766034e-06 2.77555756e-15
 5.02994591e-06 1.68086051e-06 3.36169652e-06 5.88666663e-06
 1.68086051e-06 1.66778835e-06 2.51815476e-06 5.03019728e-06
 5.03007199e-06 4.99064647e-06 6.72333101e-06 8.37156499e-07
 1.66778835e-06 9.21225225e-06 3.30906989e-06 5.85439979e-06
 4.99032765e-06 4.12046794e-06 1.66772449e-06 4.12015993e-06
 4.99032765e-06 5.02988283e-06 3.30904382e-06 8.38266716e-06
 5.02994592e-06 6.72335239e-06 3.30895349e-06]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[1.24808366e+17 1.61125679e+17 0.00000000e+00 1.60999750e+17
 1.44116013e+17 1.24807731e+17 1.44115463e+17 1.76505235e+17
 1.90647305e+17 1.44115738e+17 2.16173515e+17 4.25839022e+12
 1.01905993e+17 1.76505011e+17 1.90754286e+17 1.76505235e+17
 1.24808684e+17 1.24808049e+17 1.61126416e+17 4.25839022e+12
 1.01905216e+17 7.20586937e+16 1.01905216e+17 4.25839022e+12
 1.76505235e+17 1.01905993e+17 1.44116288e+17 1.90753870e+17
 1.01905993e+17 1.01905993e+17 1.24808366e+17 1.76506133e+17
 1.76505684e+17 1.76505011e+17 2.03810237e+17 7.20586937e+16
 1.01905993e+17 2.38988499e+17 1.44116013e+17 1.90647721e+17
 1.76504786e+17 1.61127400e+17 1.01905604e+17 1.61126416e+17
 1.76504786e+17 1.76505011e+17 1.44115463e+17 2.27778484e+17
 1.76505235e+17 2.03810625e+17 1.44115738e+17]",CCCCCCCCC(=O)O
"[0.1015625  0.03125    0.05859375 0.         0.0546875  0.05078125
 0.0390625  0.07421875 0.08984375 0.05078125 0.10546875 0.05859375
 0.07421875 0.078125   0.125      0.0859375  0.109375   0.08984375
 0.0859375  0.05859375 0.078125   0.07421875 0.078125   0.05859375
 0.09765625 0.08203125 0.0859375  0.1171875  0.08203125 0.07421875
 0.08984375 0.12109375 0.109375   0.0859375  0.09765625 0.07421875
 0.07421875 0.09765625 0.1015625  0.12109375 0.0703125  0.125
 0.07421875 0.0625     0.078125   0.07421875 0.03515625 0.16796875
 0.1328125  0.140625   0.05859375]","[3.34276019e-06 1.68167485e-06 4.16636971e-06 0.00000000e+00
 2.51898000e-06 1.68166163e-06 8.37527512e-07 2.51896606e-06
 3.36334798e-06 8.37514428e-07 5.03076806e-06 4.16636971e-06
 4.19384286e-06 2.51898001e-06 3.36995172e-06 2.51280826e-06
 5.02406691e-06 4.98313259e-06 1.66849837e-06 4.16636971e-06
 4.19387147e-06 3.34277565e-06 4.19387158e-06 4.16636971e-06
 2.51896617e-06 4.16630347e-06 4.16642071e-06 3.35592067e-06
 4.16630347e-06 4.19384286e-06 3.34276080e-06 2.51234146e-06
 2.51893811e-06 2.51938979e-06 4.17305511e-06 3.34277565e-06
 4.19384286e-06 6.60293967e-06 8.37553269e-07 3.36337131e-06
 2.51930153e-06 1.66875482e-06 2.51237221e-06 1.66860104e-06
 2.51930152e-06 2.51898000e-06 8.37527510e-07 5.79920976e-06
 2.51896617e-06 4.17292210e-06 8.37514426e-07]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[1.43975207e+17 1.01905604e+17 1.60999750e+17 0.00000000e+00
 1.24808366e+17 1.01905216e+17 7.20581439e+16 1.24808684e+17
 1.44116288e+17 7.20586937e+16 1.76505235e+17 1.60999750e+17
 1.60999996e+17 1.24808366e+17 1.44257779e+17 1.24646070e+17
 1.76389838e+17 1.76389388e+17 1.01905993e+17 1.60999750e+17
 1.60999504e+17 1.43974382e+17 1.60999504e+17 1.60999750e+17
 1.24808684e+17 1.60999996e+17 1.61000734e+17 1.44257230e+17
 1.60999996e+17 1.60999996e+17 1.43975207e+17 1.24647341e+17
 1.24809318e+17 1.24808366e+17 1.61126416e+17 1.43974382e+17
 1.60999996e+17 2.03810237e+17 7.20592434e+16 1.44116837e+17
 1.24808049e+17 1.01907548e+17 1.24645434e+17 1.01905993e+17
 1.24808049e+17 1.24808366e+17 7.20581439e+16 1.90648136e+17
 1.24808684e+17 1.61126908e+17 7.20586936e+16]",CCC(C)CC(=O)O
"[0.10546875 0.0390625  0.05859375 0.0546875  0.         0.0390625
 0.04296875 0.07421875 0.08984375 0.0546875  0.10546875 0.05859375
 0.08984375 0.078125   0.12890625 0.08984375 0.125      0.09765625
 0.0859375  0.05859375 0.09375    0.08984375 0.09375    0.05859375
 0.09765625 0.09765625 0.09765625 0.1171875  0.09765625 0.08984375
 0.08984375 0.125      0.1015625  0.09375    0.09765625 0.08984375
 0.08984375 0.09375    0.10546875 0.125      0.0703125  0.125
 0.0859375  0.0703125  0.078125   0.05078125 0.04296875 0.1640625
 0.12890625 0.140625   0.05859375]","[4.19973707e-06 8.37391859e-07 3.34878451e-06 2.51898000e-06
 0.00000000e+00 8.37430290e-07 1.66826744e-06 3.36278550e-06
 4.20049090e-06 1.66820314e-06 5.88098819e-06 3.34878451e-06
 5.04417013e-06 3.36277378e-06 4.20717139e-06 3.34998052e-06
 5.88095758e-06 5.85318113e-06 2.49253419e-06 3.34878451e-06
 5.04414785e-06 4.19975216e-06 5.04414786e-06 3.34878451e-06
 3.36278550e-06 5.02984211e-06 5.02990827e-06 4.20630393e-06
 5.02984211e-06 5.04417013e-06 4.19973739e-06 3.36283136e-06
 3.36280862e-06 3.35004358e-06 5.02992385e-06 4.19975216e-06
 5.04417013e-06 7.47941326e-06 1.66826774e-06 4.20056524e-06
 3.34985310e-06 2.49289297e-06 3.36278550e-06 2.49271362e-06
 3.34985311e-06 1.68139972e-06 1.66826754e-06 6.66271163e-06
 3.36278550e-06 5.02984210e-06 1.66820315e-06]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[1.61126662e+17 7.20581439e+16 1.44116013e+17 1.24808366e+17
 0.00000000e+00 7.20586937e+16 1.01905601e+17 1.44116013e+17
 1.61126416e+17 1.01905216e+17 1.90647097e+17 1.44116013e+17
 1.76505235e+17 1.44115738e+17 1.61252983e+17 1.44116013e+17
 1.90647513e+17 1.90647097e+17 1.24808049e+17 1.44116013e+17
 1.76504786e+17 1.61126416e+17 1.76504786e+17 1.44116013e+17
 1.44116013e+17 1.76505235e+17 1.76505460e+17 1.61252492e+17
 1.76505235e+17 1.76505235e+17 1.61126662e+17 1.44117112e+17
 1.44116563e+17 1.44116288e+17 1.76504786e+17 1.61126416e+17
 1.76505235e+17 2.16173149e+17 1.01905604e+17 1.61126908e+17
 1.44115463e+17 1.24809318e+17 1.44116013e+17 1.24808684e+17
 1.44115463e+17 1.01905604e+17 1.01905604e+17 2.03711474e+17
 1.44116013e+17 1.76505235e+17 1.01905215e+17]",CC(C)CCC(=O)O
"[0.0859375  0.046875   0.03125    0.05078125 0.0390625  0.
 0.04296875 0.05859375 0.0703125  0.05078125 0.08984375 0.03125
 0.0625     0.0625     0.11328125 0.08984375 0.09765625 0.0703125
 0.07421875 0.03125    0.06640625 0.0625     0.06640625 0.03125
 0.08203125 0.0703125  0.0703125  0.1015625  0.0703125  0.0625
 0.06640625 0.109375   0.0859375  0.0625     0.08203125 0.0625
 0.0625     0.08203125 0.10546875 0.109375   0.0546875  0.109375
 0.05859375 0.05078125 0.0625     0.07421875 0.02734375 0.15234375
 0.1171875  0.125      0.04296875]","[3.34926410e-06 1.68166270e-06 2.49163716e-06 1.68166163e-06
 8.37430290e-07 0.00000000e+00 8.37541011e-07 2.51892797e-06
 3.36333617e-06 8.37528032e-07 5.03070476e-06 2.49163716e-06
 4.20039926e-06 2.51894201e-06 3.36993962e-06 2.51939168e-06
 5.03059691e-06 4.98960971e-06 1.66853818e-06 2.49163716e-06
 4.20042807e-06 3.34930534e-06 4.20042818e-06 2.49163716e-06
 2.51892808e-06 4.17280676e-06 4.17289846e-06 3.35585673e-06
 4.17280676e-06 4.20039926e-06 3.34926472e-06 2.51887135e-06
 2.51889981e-06 2.51940364e-06 4.17296564e-06 3.34930534e-06
 4.20039926e-06 6.60277300e-06 8.37566780e-07 3.36335931e-06
 2.51931567e-06 1.66879422e-06 2.51890252e-06 1.66864063e-06
 2.51931567e-06 2.51894200e-06 8.37541008e-07 5.79250206e-06
 2.51892808e-06 4.17283241e-06 8.37528035e-07]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[1.44115738e+17 1.01905216e+17 1.24807731e+17 1.01905216e+17
 7.20586937e+16 0.00000000e+00 7.20575942e+16 1.24808366e+17
 1.44116013e+17 7.20581439e+16 1.76505011e+17 1.24807731e+17
 1.61126170e+17 1.24808049e+17 1.44257505e+17 1.24808366e+17
 1.76505011e+17 1.76504562e+17 1.01905604e+17 1.24807731e+17
 1.61125679e+17 1.44115463e+17 1.61125679e+17 1.24807731e+17
 1.24808366e+17 1.61126170e+17 1.61126416e+17 1.44256955e+17
 1.61126170e+17 1.61126170e+17 1.44115738e+17 1.24809636e+17
 1.24809001e+17 1.24808049e+17 1.61126170e+17 1.44115463e+17
 1.61126170e+17 2.03810042e+17 7.20586937e+16 1.44116563e+17
 1.24807731e+17 1.01907159e+17 1.24807731e+17 1.01905604e+17
 1.24807731e+17 1.24808049e+17 7.20575942e+16 1.90541512e+17
 1.24808366e+17 1.61126662e+17 7.20581438e+16]",CCCC(=O)O
"[0.08984375 0.03515625 0.05859375 0.0390625  0.04296875 0.04296875
 0.         0.05859375 0.07421875 0.03515625 0.08984375 0.05859375
 0.06640625 0.0625     0.1171875  0.07421875 0.10546875 0.08203125
 0.0703125  0.05859375 0.0703125  0.06640625 0.0703125  0.05859375
 0.08203125 0.07421875 0.07421875 0.1015625  0.07421875 0.06640625
 0.078125   0.109375   0.09375    0.0703125  0.078125   0.06640625
 0.06640625 0.08203125 0.08984375 0.109375   0.0546875  0.109375
 0.0625     0.046875   0.0625     0.0546875  0.02734375 0.15234375
 0.12109375 0.125      0.04296875]","[2.49197281e-06 8.37579788e-07 3.30904383e-06 8.37527512e-07
 1.66826744e-06 8.37541011e-07 0.00000000e+00 1.66822776e-06
 2.51934004e-06 1.27799993e-11 4.17357741e-06 3.30904383e-06
 3.34981138e-06 1.66826754e-06 2.52586643e-06 1.68196273e-06
 4.17341797e-06 4.11921745e-06 8.37703324e-07 3.30904383e-06
 3.34989130e-06 2.49204020e-06 3.34989150e-06 3.30904383e-06
 1.66822796e-06 3.30895183e-06 3.30906906e-06 2.49856555e-06
 3.30895183e-06 3.34981138e-06 2.49197374e-06 1.66806864e-06
 1.66814829e-06 1.68194922e-06 3.30916220e-06 2.49204020e-06
 3.34981138e-06 5.71928371e-06 2.56636934e-11 2.51931197e-06
 1.68193814e-06 8.37856615e-07 1.66820250e-06 8.37754449e-07
 1.68193813e-06 1.66826744e-06 1.55431223e-15 4.92201150e-06
 1.66822796e-06 3.30897749e-06 1.27824418e-11]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[1.24808049e+17 7.20581396e+16 1.44115463e+17 7.20581439e+16
 1.01905601e+17 7.20575942e+16 0.00000000e+00 1.01905993e+17
 1.24808366e+17 2.81510408e+14 1.61126416e+17 1.44115463e+17
 1.44115738e+17 1.01905604e+17 1.24971720e+17 1.01905993e+17
 1.61126416e+17 1.61125924e+17 7.20586937e+16 1.44115463e+17
 1.44115188e+17 1.24807731e+17 1.44115188e+17 1.44115463e+17
 1.01905993e+17 1.44115738e+17 1.44116013e+17 1.24971086e+17
 1.44115738e+17 1.44115738e+17 1.24808049e+17 1.01907548e+17
 1.01906771e+17 1.01905604e+17 1.44115738e+17 1.24807731e+17
 1.44115738e+17 1.90646890e+17 3.98090025e+14 1.24809001e+17
 1.01905216e+17 7.20608926e+16 1.01905216e+17 7.20586937e+16
 1.01905216e+17 1.01905601e+17 3.96434555e+12 1.76505909e+17
 1.01905993e+17 1.44116288e+17 2.81478198e+14]",CCC(C)C(=O)O
"[0.125      0.06640625 0.078125   0.07421875 0.07421875 0.05859375
 0.05859375 0.         0.078125   0.06640625 0.09765625 0.078125
 0.0859375  0.0703125  0.125      0.1015625  0.09375    0.1015625
 0.06640625 0.078125   0.08984375 0.0859375  0.08984375 0.078125
 0.08984375 0.0859375  0.08984375 0.109375   0.0859375  0.0859375
 0.09765625 0.1015625  0.09375    0.08984375 0.09375    0.0859375
 0.0859375  0.09375    0.09375    0.12109375 0.06640625 0.12109375
 0.08203125 0.06640625 0.06640625 0.08203125 0.05078125 0.14453125
 0.10546875 0.12109375 0.05078125]","[4.19977472e-06 2.51888997e-06 5.02994611e-06 2.51896606e-06
 3.36278550e-06 2.51892797e-06 1.66822776e-06 0.00000000e+00
 2.51896578e-06 1.66816326e-06 5.88102520e-06 5.02994611e-06
 5.04418151e-06 3.36278549e-06 4.20715723e-06 3.34994031e-06
 5.88096915e-06 5.85327016e-06 2.49244245e-06 5.02994611e-06
 5.04415903e-06 4.19978972e-06 5.04415903e-06 5.02994611e-06
 3.36279731e-06 5.02990550e-06 5.02997155e-06 4.20634158e-06
 5.02990550e-06 5.04418151e-06 4.19977504e-06 3.36279226e-06
 3.36282063e-06 3.35000347e-06 5.02998704e-06 4.19978972e-06
 5.04418151e-06 7.47955364e-06 1.66820230e-06 4.20055097e-06
 3.34981268e-06 2.49282729e-06 3.36279731e-06 2.49264775e-06
 3.34981268e-06 3.36278550e-06 1.66822776e-06 6.66936674e-06
 3.36277155e-06 5.02987974e-06 1.66816326e-06]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[1.61126908e+17 1.24808049e+17 1.76505235e+17 1.24808684e+17
 1.44116013e+17 1.24808366e+17 1.01905993e+17 0.00000000e+00
 1.24808684e+17 1.01905604e+17 1.90647305e+17 1.76505235e+17
 1.76505460e+17 1.44116013e+17 1.61253229e+17 1.44116288e+17
 1.90647305e+17 1.90647305e+17 1.24807731e+17 1.76505235e+17
 1.76505011e+17 1.61126662e+17 1.76505011e+17 1.76505235e+17
 1.44116288e+17 1.76505460e+17 1.76505684e+17 1.61252737e+17
 1.76505460e+17 1.76505460e+17 1.61126908e+17 1.44116288e+17
 1.44116837e+17 1.44116563e+17 1.76505011e+17 1.61126662e+17
 1.76505460e+17 2.16173332e+17 1.01905216e+17 1.61127154e+17
 1.44115738e+17 1.24809636e+17 1.44116288e+17 1.24809001e+17
 1.44115738e+17 1.44116013e+17 1.01905993e+17 2.03810818e+17
 1.44115736e+17 1.76505009e+17 1.01905604e+17]",C1CC(C1)C(=O)O
"[0.1328125  0.08203125 0.09375    0.08984375 0.08984375 0.0703125
 0.07421875 0.078125   0.         0.07421875 0.06640625 0.09375
 0.0703125  0.0546875  0.1015625  0.078125   0.1171875  0.10546875
 0.08203125 0.09375    0.08984375 0.09375    0.08984375 0.09375
 0.0703125  0.10546875 0.10546875 0.08203125 0.10546875 0.0703125
 0.10546875 0.11328125 0.10546875 0.0703125  0.06640625 0.09375
 0.0703125  0.07421875 0.1171875  0.09375    0.06640625 0.09375
 0.08984375 0.05078125 0.0625     0.09765625 0.06640625 0.16015625
 0.12890625 0.125      0.0703125 ]","[5.02415774e-06 3.36332426e-06 5.85422289e-06 3.36334798e-06
 4.20049090e-06 3.36333617e-06 2.51934004e-06 2.51896578e-06
 0.00000000e+00 2.51930184e-06 3.34936879e-06 5.85422289e-06
 4.20043664e-06 2.51895406e-06 3.36333148e-06 2.51935239e-06
 5.03068549e-06 6.66428056e-06 1.66849898e-06 5.85422289e-06
 4.20049090e-06 5.03076726e-06 4.20049101e-06 5.85422289e-06
 2.51237182e-06 5.84758877e-06 5.84768079e-06 3.34930080e-06
 5.84758877e-06 4.20043664e-06 5.03070056e-06 4.20041808e-06
 4.20042175e-06 2.51939010e-06 4.16646125e-06 5.03076726e-06
 4.20043664e-06 6.59634653e-06 2.51934015e-06 3.36334567e-06
 2.51930184e-06 1.66872977e-06 4.20047664e-06 1.66860165e-06
 2.51930184e-06 4.19392250e-06 2.51934004e-06 7.48016635e-06
 4.20045078e-06 5.85413034e-06 2.51930184e-06]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]","[1.76390511e+17 1.44115738e+17 1.90647305e+17 1.44116288e+17
 1.61126416e+17 1.44116013e+17 1.24808366e+17 1.24808684e+17
 0.00000000e+00 1.24808049e+17 1.44115738e+17 1.90647305e+17
 1.61126416e+17 1.24807731e+17 1.44116013e+17 1.24808049e+17
 1.76505684e+17 2.03710891e+17 1.01905993e+17 1.90647305e+17
 1.61126416e+17 1.76505235e+17 1.61126416e+17 1.90647305e+17
 1.24645434e+17 1.90541096e+17 1.90541303e+17 1.44115461e+17
 1.90541096e+17 1.61126416e+17 1.76505011e+17 1.61127645e+17
 1.61126662e+17 1.24808366e+17 1.60999996e+17 1.76505235e+17
 1.61126416e+17 2.03710307e+17 1.24808366e+17 1.44116288e+17
 1.24808049e+17 1.01906771e+17 1.61126662e+17 1.01905993e+17
 1.24808049e+17 1.61000488e+17 1.24808366e+17 2.16174247e+17
 1.61126168e+17 1.90647096e+17 1.24808049e+17]",C1=CC=C(C=C1)C=O
